build,date,time,subject,blockcode,blocknum,trialcode,trialnum,stimulusitem1,response
4.0.9.0,122216,22:43:22,280,racism_scale,1,likert_scale,2,Over the past few years blacks have gotten more economically than they deserve.,2
4.0.9.0,122216,22:43:22,280,racism_scale,1,likert_scale,3,Black people are getting too demanding in their push for equal rights.,3
4.0.9.0,122216,22:43:22,280,racism_scale,1,likert_scale,4,I am against racial preferences in hiring and education.,4
4.0.9.0,122216,22:43:22,280,racism_scale,1,likert_scale,5,Discrimination against black people is no longer a problem in my country.,2
4.0.9.0,122216,22:43:22,280,racism_scale,1,likert_scale,6,It is easy to understand the anger of black people in my country.,3
4.0.9.0,122216,22:43:22,280,racism_scale,1,likert_scale,7,Over the past few years the government and news media have shown more respect to blacks than they deserve.,2
4.0.9.0,122316,03:42:06,276,racism_scale,1,likert_scale,1,Discrimination against black people is no longer a problem in my country.,3
4.0.9.0,122316,03:42:06,276,racism_scale,1,likert_scale,2,Black people should not push themselves where they‰Ûªre not wanted.,2
4.0.9.0,122316,03:42:06,276,racism_scale,1,likert_scale,3,Over the past few years blacks have gotten more economically than they deserve.,2
4.0.9.0,122316,03:42:06,276,racism_scale,1,likert_scale,4,It is easy to understand the anger of black people in my country.,4
4.0.9.0,122316,03:42:06,276,racism_scale,1,likert_scale,5,Over the past few years the government and news media have shown more respect to blacks than they deserve.,2
4.0.9.0,122316,03:42:06,276,racism_scale,1,likert_scale,6,I am against racial preferences in hiring and education.,4
4.0.9.0,122316,03:42:06,276,racism_scale,1,likert_scale,7,Black people are getting too demanding in their push for equal rights.,3
4.0.9.0,122316,03:41:00,275,racism_scale,1,likert_scale,1,Over the past few years blacks have gotten more economically than they deserve.,1
4.0.9.0,122316,03:41:00,275,racism_scale,1,likert_scale,2,I am against racial preferences in hiring and education.,5
4.0.9.0,122316,03:41:00,275,racism_scale,1,likert_scale,3,Over the past few years the government and news media have shown more respect to blacks than they deserve.,3
4.0.9.0,122316,03:41:00,275,racism_scale,1,likert_scale,4,Black people should not push themselves where they‰Ûªre not wanted.,2
4.0.9.0,122316,03:41:00,275,racism_scale,1,likert_scale,5,Discrimination against black people is no longer a problem in my country.,4
4.0.9.0,122316,03:41:00,275,racism_scale,1,likert_scale,6,Black people are getting too demanding in their push for equal rights.,2
4.0.9.0,122316,03:41:00,275,racism_scale,1,likert_scale,7,It is easy to understand the anger of black people in my country.,3
4.0.9.0,122216,21:40:50,270,racism_scale,1,likert_scale,1,Over the past few years the government and news media have shown more respect to blacks than they deserve.,2
4.0.9.0,122216,21:40:50,270,racism_scale,1,likert_scale,2,Black people are getting too demanding in their push for equal rights.,2
4.0.9.0,122216,21:40:50,270,racism_scale,1,likert_scale,3,Over the past few years blacks have gotten more economically than they deserve.,2
4.0.9.0,122216,21:40:50,270,racism_scale,1,likert_scale,4,It is easy to understand the anger of black people in my country.,4
4.0.9.0,122216,21:40:50,270,racism_scale,1,likert_scale,5,Discrimination against black people is no longer a problem in my country.,2
4.0.9.0,122216,21:40:50,270,racism_scale,1,likert_scale,6,Black people should not push themselves where they‰Ûªre not wanted.,2
4.0.9.0,122216,21:40:50,270,racism_scale,1,likert_scale,7,I am against racial preferences in hiring and education.,5
4.0.9.0,122316,03:40:44,272,racism_scale,1,likert_scale,1,Discrimination against black people is no longer a problem in my country.,2
4.0.9.0,122316,03:40:44,272,racism_scale,1,likert_scale,2,Black people should not push themselves where they‰Ûªre not wanted.,2
4.0.9.0,122316,03:40:44,272,racism_scale,1,likert_scale,3,It is easy to understand the anger of black people in my country.,3
4.0.9.0,122316,03:40:44,272,racism_scale,1,likert_scale,4,Over the past few years blacks have gotten more economically than they deserve.,2
4.0.9.0,122316,03:40:44,272,racism_scale,1,likert_scale,5,Black people are getting too demanding in their push for equal rights.,2
4.0.9.0,122316,03:40:44,272,racism_scale,1,likert_scale,6,I am against racial preferences in hiring and education.,2
4.0.9.0,122316,03:40:44,272,racism_scale,1,likert_scale,7,Over the past few years the government and news media have shown more respect to blacks than they deserve.,3
4.0.9.0,122216,22:39:54,274,racism_scale,1,likert_scale,1,Over the past few years blacks have gotten more economically than they deserve.,2
4.0.9.0,122216,22:39:54,274,racism_scale,1,likert_scale,2,Discrimination against black people is no longer a problem in my country.,1
4.0.9.0,122216,22:39:54,274,racism_scale,1,likert_scale,3,Over the past few years the government and news media have shown more respect to blacks than they deserve.,1
4.0.9.0,122216,22:39:54,274,racism_scale,1,likert_scale,4,Black people should not push themselves where they‰Ûªre not wanted.,1
4.0.9.0,122216,22:39:54,274,racism_scale,1,likert_scale,5,It is easy to understand the anger of black people in my country.,5
4.0.9.0,122216,22:39:54,274,racism_scale,1,likert_scale,6,Black people are getting too demanding in their push for equal rights.,1
4.0.9.0,122216,22:39:54,274,racism_scale,1,likert_scale,7,I am against racial preferences in hiring and education.,1
4.0.9.0,122216,22:39:36,273,racism_scale,1,likert_scale,1,Over the past few years the government and news media have shown more respect to blacks than they deserve.,1
4.0.9.0,122216,22:39:36,273,racism_scale,1,likert_scale,2,Discrimination against black people is no longer a problem in my country.,1
4.0.9.0,122216,22:39:36,273,racism_scale,1,likert_scale,3,It is easy to understand the anger of black people in my country.,5
4.0.9.0,122216,22:39:36,273,racism_scale,1,likert_scale,4,I am against racial preferences in hiring and education.,5
4.0.9.0,122216,22:39:36,273,racism_scale,1,likert_scale,5,Over the past few years blacks have gotten more economically than they deserve.,1
4.0.9.0,122216,22:39:36,273,racism_scale,1,likert_scale,6,Black people should not push themselves where they‰Ûªre not wanted.,1
4.0.9.0,122216,22:39:36,273,racism_scale,1,likert_scale,7,Black people are getting too demanding in their push for equal rights.,1
4.0.9.0,122216,22:38:56,271,racism_scale,1,likert_scale,1,Black people should not push themselves where they‰Ûªre not wanted.,2
4.0.9.0,122216,22:38:56,271,racism_scale,1,likert_scale,2,Over the past few years blacks have gotten more economically than they deserve.,1
4.0.9.0,122216,22:38:56,271,racism_scale,1,likert_scale,3,It is easy to understand the anger of black people in my country.,4
4.0.9.0,122216,22:38:56,271,racism_scale,1,likert_scale,4,I am against racial preferences in hiring and education.,4
4.0.9.0,122216,22:38:56,271,racism_scale,1,likert_scale,5,Over the past few years the government and news media have shown more respect to blacks than they deserve.,2
4.0.9.0,122216,22:38:56,271,racism_scale,1,likert_scale,6,Black people are getting too demanding in their push for equal rights.,2
4.0.9.0,122216,22:38:56,271,racism_scale,1,likert_scale,7,Discrimination against black people is no longer a problem in my country.,1
4.0.9.0,122216,22:38:08,268,racism_scale,1,likert_scale,1,Black people are getting too demanding in their push for equal rights.,4
4.0.9.0,122216,22:38:08,268,racism_scale,1,likert_scale,2,I am against racial preferences in hiring and education.,5
4.0.9.0,122216,22:38:08,268,racism_scale,1,likert_scale,3,Black people should not push themselves where they‰Ûªre not wanted.,3
4.0.9.0,122216,22:38:08,268,racism_scale,1,likert_scale,4,Over the past few years the government and news media have shown more respect to blacks than they deserve.,3
4.0.9.0,122216,22:38:08,268,racism_scale,1,likert_scale,5,Discrimination against black people is no longer a problem in my country.,2
4.0.9.0,122216,22:38:08,268,racism_scale,1,likert_scale,6,It is easy to understand the anger of black people in my country.,3
4.0.9.0,122216,22:38:08,268,racism_scale,1,likert_scale,7,Over the past few years blacks have gotten more economically than they deserve.,3
4.0.9.0,122216,20:37:03,269,racism_scale,1,likert_scale,1,Over the past few years the government and news media have shown more respect to blacks than they deserve.,5
4.0.9.0,122216,20:37:03,269,racism_scale,1,likert_scale,2,Black people should not push themselves where they‰Ûªre not wanted.,5
4.0.9.0,122216,20:37:03,269,racism_scale,1,likert_scale,3,I am against racial preferences in hiring and education.,5
4.0.9.0,122216,20:37:03,269,racism_scale,1,likert_scale,4,Black people are getting too demanding in their push for equal rights.,5
4.0.9.0,122216,20:37:03,269,racism_scale,1,likert_scale,5,It is easy to understand the anger of black people in my country.,2
4.0.9.0,122216,20:37:03,269,racism_scale,1,likert_scale,6,Discrimination against black people is no longer a problem in my country.,3
4.0.9.0,122216,20:37:03,269,racism_scale,1,likert_scale,7,Over the past few years blacks have gotten more economically than they deserve.,5
4.0.9.0,122316,02:45:36,266,racism_scale,1,likert_scale,1,I am against racial preferences in hiring and education.,5
4.0.9.0,122316,02:45:36,266,racism_scale,1,likert_scale,2,It is easy to understand the anger of black people in my country.,3
4.0.9.0,122316,02:45:36,266,racism_scale,1,likert_scale,3,Black people should not push themselves where they‰Ûªre not wanted.,3
4.0.9.0,122316,02:45:36,266,racism_scale,1,likert_scale,4,Discrimination against black people is no longer a problem in my country.,2
4.0.9.0,122316,02:45:36,266,racism_scale,1,likert_scale,5,Over the past few years the government and news media have shown more respect to blacks than they deserve.,1
4.0.9.0,122316,02:45:36,266,racism_scale,1,likert_scale,6,Black people are getting too demanding in their push for equal rights.,3
4.0.9.0,122316,02:45:36,266,racism_scale,1,likert_scale,7,Over the past few years blacks have gotten more economically than they deserve.,1
4.0.9.0,122216,18:07:46,264,racism_scale,1,likert_scale,1,Over the past few years the government and news media have shown more respect to blacks than they deserve.,1
4.0.9.0,122216,18:07:46,264,racism_scale,1,likert_scale,2,Black people are getting too demanding in their push for equal rights.,1
4.0.9.0,122216,18:07:46,264,racism_scale,1,likert_scale,3,It is easy to understand the anger of black people in my country.,4
4.0.9.0,122216,18:07:46,264,racism_scale,1,likert_scale,4,Black people should not push themselves where they‰Ûªre not wanted.,1
4.0.9.0,122216,18:07:46,264,racism_scale,1,likert_scale,5,Over the past few years blacks have gotten more economically than they deserve.,1
4.0.9.0,122216,18:07:46,264,racism_scale,1,likert_scale,6,I am against racial preferences in hiring and education.,5
4.0.9.0,122216,18:07:46,264,racism_scale,1,likert_scale,7,Discrimination against black people is no longer a problem in my country.,1
4.0.9.0,122216,21:04:39,260,racism_scale,1,likert_scale,1,Over the past few years blacks have gotten more economically than they deserve.,2
4.0.9.0,122216,21:04:39,260,racism_scale,1,likert_scale,2,Over the past few years the government and news media have shown more respect to blacks than they deserve.,2
4.0.9.0,122216,21:04:39,260,racism_scale,1,likert_scale,3,Black people should not push themselves where they‰Ûªre not wanted.,2
4.0.9.0,122216,21:04:39,260,racism_scale,1,likert_scale,4,It is easy to understand the anger of black people in my country.,5
4.0.9.0,122216,21:04:39,260,racism_scale,1,likert_scale,5,Discrimination against black people is no longer a problem in my country.,1
4.0.9.0,122216,21:04:39,260,racism_scale,1,likert_scale,6,I am against racial preferences in hiring and education.,5
4.0.9.0,122216,21:04:39,260,racism_scale,1,likert_scale,7,Black people are getting too demanding in their push for equal rights.,1
4.0.9.0,122216,21:04:12,259,racism_scale,1,likert_scale,1,Over the past few years the government and news media have shown more respect to blacks than they deserve.,5
4.0.9.0,122216,21:04:12,259,racism_scale,1,likert_scale,2,Black people should not push themselves where they‰Ûªre not wanted.,4
4.0.9.0,122216,21:04:12,259,racism_scale,1,likert_scale,3,I am against racial preferences in hiring and education.,5
4.0.9.0,122216,21:04:12,259,racism_scale,1,likert_scale,4,Black people are getting too demanding in their push for equal rights.,3
4.0.9.0,122216,21:04:12,259,racism_scale,1,likert_scale,5,Discrimination against black people is no longer a problem in my country.,4
4.0.9.0,122216,21:04:12,259,racism_scale,1,likert_scale,6,Over the past few years blacks have gotten more economically than they deserve.,4
4.0.9.0,122216,21:04:12,259,racism_scale,1,likert_scale,7,It is easy to understand the anger of black people in my country.,2
4.0.9.0,122216,21:00:24,256,racism_scale,1,likert_scale,1,Black people are getting too demanding in their push for equal rights.,1
4.0.9.0,122216,21:00:24,256,racism_scale,1,likert_scale,2,Black people should not push themselves where they‰Ûªre not wanted.,1
4.0.9.0,122216,21:00:24,256,racism_scale,1,likert_scale,3,Over the past few years blacks have gotten more economically than they deserve.,1
4.0.9.0,122216,21:00:24,256,racism_scale,1,likert_scale,4,It is easy to understand the anger of black people in my country.,5
4.0.9.0,122216,21:00:24,256,racism_scale,1,likert_scale,5,Over the past few years the government and news media have shown more respect to blacks than they deserve.,1
4.0.9.0,122216,21:00:24,256,racism_scale,1,likert_scale,6,Discrimination against black people is no longer a problem in my country.,1
4.0.9.0,122216,21:00:24,256,racism_scale,1,likert_scale,7,I am against racial preferences in hiring and education.,5
4.0.9.0,122216,19:59:25,252,racism_scale,1,likert_scale,1,Black people are getting too demanding in their push for equal rights.,4
4.0.9.0,122216,19:59:25,252,racism_scale,1,likert_scale,2,I am against racial preferences in hiring and education.,3
4.0.9.0,122216,19:59:25,252,racism_scale,1,likert_scale,3,Over the past few years blacks have gotten more economically than they deserve.,3
4.0.9.0,122216,19:59:25,252,racism_scale,1,likert_scale,4,It is easy to understand the anger of black people in my country.,4
4.0.9.0,122216,19:59:25,252,racism_scale,1,likert_scale,5,Over the past few years the government and news media have shown more respect to blacks than they deserve.,3
4.0.9.0,122216,19:59:25,252,racism_scale,1,likert_scale,6,Black people should not push themselves where they‰Ûªre not wanted.,2
4.0.9.0,122216,19:59:25,252,racism_scale,1,likert_scale,7,Discrimination against black people is no longer a problem in my country.,2
4.0.9.0,122216,20:59:41,251,racism_scale,1,likert_scale,1,It is easy to understand the anger of black people in my country.,2
4.0.9.0,122216,20:59:41,251,racism_scale,1,likert_scale,2,Black people are getting too demanding in their push for equal rights.,5
4.0.9.0,122216,20:59:41,251,racism_scale,1,likert_scale,3,I am against racial preferences in hiring and education.,5
4.0.9.0,122216,20:59:41,251,racism_scale,1,likert_scale,4,Over the past few years blacks have gotten more economically than they deserve.,5
4.0.9.0,122216,20:59:41,251,racism_scale,1,likert_scale,5,Over the past few years the government and news media have shown more respect to blacks than they deserve.,5
4.0.9.0,122216,20:59:41,251,racism_scale,1,likert_scale,6,Discrimination against black people is no longer a problem in my country.,4
4.0.9.0,122216,20:59:41,251,racism_scale,1,likert_scale,7,Black people should not push themselves where they‰Ûªre not wanted.,5
4.0.9.0,122216,19:59:32,250,racism_scale,1,likert_scale,1,Discrimination against black people is no longer a problem in my country.,1
4.0.9.0,122216,19:59:32,250,racism_scale,1,likert_scale,2,Black people should not push themselves where they‰Ûªre not wanted.,1
4.0.9.0,122216,19:59:32,250,racism_scale,1,likert_scale,3,Over the past few years blacks have gotten more economically than they deserve.,1
4.0.9.0,122216,19:59:32,250,racism_scale,1,likert_scale,4,I am against racial preferences in hiring and education.,1
4.0.9.0,122216,19:59:32,250,racism_scale,1,likert_scale,5,It is easy to understand the anger of black people in my country.,5
4.0.9.0,122216,19:59:32,250,racism_scale,1,likert_scale,6,Over the past few years the government and news media have shown more respect to blacks than they deserve.,1
4.0.9.0,122216,19:59:32,250,racism_scale,1,likert_scale,7,Black people are getting too demanding in their push for equal rights.,1
4.0.9.0,122216,20:58:06,249,racism_scale,1,likert_scale,1,Black people should not push themselves where they‰Ûªre not wanted.,1
4.0.9.0,122216,20:58:06,249,racism_scale,1,likert_scale,2,Over the past few years blacks have gotten more economically than they deserve.,1
4.0.9.0,122216,20:58:06,249,racism_scale,1,likert_scale,3,I am against racial preferences in hiring and education.,2
4.0.9.0,122216,20:58:06,249,racism_scale,1,likert_scale,4,Discrimination against black people is no longer a problem in my country.,1
4.0.9.0,122216,20:58:06,249,racism_scale,1,likert_scale,5,Over the past few years the government and news media have shown more respect to blacks than they deserve.,1
4.0.9.0,122216,20:58:06,249,racism_scale,1,likert_scale,6,Black people are getting too demanding in their push for equal rights.,1
4.0.9.0,122216,20:58:06,249,racism_scale,1,likert_scale,7,It is easy to understand the anger of black people in my country.,5
4.0.9.0,122216,20:58:06,247,racism_scale,1,likert_scale,1,Black people are getting too demanding in their push for equal rights.,3
4.0.9.0,122216,20:58:06,247,racism_scale,1,likert_scale,2,Over the past few years blacks have gotten more economically than they deserve.,1
4.0.9.0,122216,20:58:06,247,racism_scale,1,likert_scale,3,Discrimination against black people is no longer a problem in my country.,5
4.0.9.0,122216,20:58:06,247,racism_scale,1,likert_scale,4,Over the past few years the government and news media have shown more respect to blacks than they deserve.,2
4.0.9.0,122216,20:58:06,247,racism_scale,1,likert_scale,5,It is easy to understand the anger of black people in my country.,4
4.0.9.0,122216,20:58:06,247,racism_scale,1,likert_scale,6,I am against racial preferences in hiring and education.,3
4.0.9.0,122216,20:58:06,247,racism_scale,1,likert_scale,7,Black people should not push themselves where they‰Ûªre not wanted.,5
4.0.9.0,122216,20:55:40,248,racism_scale,1,likert_scale,1,Black people should not push themselves where they‰Ûªre not wanted.,1
4.0.9.0,122216,20:55:40,248,racism_scale,1,likert_scale,2,Black people are getting too demanding in their push for equal rights.,1
4.0.9.0,122216,20:55:40,248,racism_scale,1,likert_scale,3,Discrimination against black people is no longer a problem in my country.,1
4.0.9.0,122216,20:55:40,248,racism_scale,1,likert_scale,4,Over the past few years the government and news media have shown more respect to blacks than they deserve.,1
4.0.9.0,122216,20:55:40,248,racism_scale,1,likert_scale,5,Over the past few years blacks have gotten more economically than they deserve.,1
4.0.9.0,122216,20:55:40,248,racism_scale,1,likert_scale,6,It is easy to understand the anger of black people in my country.,4
4.0.9.0,122216,20:55:40,248,racism_scale,1,likert_scale,7,I am against racial preferences in hiring and education.,5
4.0.9.0,122316,01:54:40,245,racism_scale,1,likert_scale,1,It is easy to understand the anger of black people in my country.,5
4.0.9.0,122316,01:54:40,245,racism_scale,1,likert_scale,2,Over the past few years the government and news media have shown more respect to blacks than they deserve.,1
