"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow","stimulusnumber1","stimulusitem1","stimulusvpos1","stimulushpos1","stimulusonset1","stimulusnumber2","stimulusitem2","stimulusvpos2","stimulushpos2","stimulusonset2"
"041318","13:27:17","1","308675497","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","4264","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","18:29:55","7","39920667","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","27912","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","1002","1","Press spacebar to finish","90","50","1002"
"041318","12:32:20","2","86938792","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","17312","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","13:34:21","7","711210983","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","31483","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","13:34:58","5","855240671","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","3786","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","12:34:38","1","766903329","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","25770","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","13:37:46","8","530436433","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","3703","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","1000","1","Press spacebar to finish","90","50","1000"
"041318","10:38:40","3","426592903","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","4249","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","991","1","Press spacebar to finish","90","50","991"
"041318","13:39:55","8","998555993","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","582","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","12:40:25","1","416358122","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","2220","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","18:41:36","2","601961149","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","22808","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","991","1","Press spacebar to finish","90","50","991"
"041318","18:43:02","4","145924742","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","15186","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","991","1","Press spacebar to finish","90","50","991"
"041318","18:44:36","5","236853641","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","8119","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","10:48:42","2","972375767","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","7767","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","1002","1","Press spacebar to finish","90","50","1002"
"041318","12:54:12","8","878482895","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","22480","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","1036","1","Press spacebar to finish","90","50","1036"
"041318","12:57:16","6","527775144","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","8110","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","14:03:12","1","389159334","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","3314","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","1006","1","Press spacebar to finish","90","50","1006"
"041318","19:04:58","3","854706704","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","15574","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","19:06:33","8","223782864","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","37774","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","991","1","Press spacebar to finish","90","50","991"
"041318","19:08:16","4","568135332","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","15276","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","19:10:24","5","355103961","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","4482","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","19:14:51","3","706020134","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","9990","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","1018","1","Press spacebar to finish","90","50","1018"
"041318","13:15:06","8","381268263","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","3318","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","14:15:39","1","576027034","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","16847","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","14:17:05","7","367057467","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","11712","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","1000","1","Press spacebar to finish","90","50","1000"
"041318","11:18:36","6","286215415","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","5518","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","13:18:53","7","310573074","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","17155","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","19:23:03","2","995007062","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","10201","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","19:24:32","5","803503329","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","5025","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","14:24:17","1","932005119","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","27746","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"041318","15:55:25","2","414936969","4.0.10.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","26832","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
