"script.filename","script.startdate","script.starttime","script.subjectid","script.groupid","script.elapsedtime","values.completed","expressions.da","expressions.db","expressions.d","expressions.percentcorrect"
"IAT_race.iqx","041318","19:00:19","568135332","4","215602","1","-0.1445653495668348942","0.1780310983161334237","0.0167328743746492647","91.6666666666666571928"
"IAT_race.iqx","041318","19:00:42","355103961","5","286186","1","-0.3175860059061906271","0.7208722486381176076","0.2016431213659634902","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","19:04:44","706020134","3","315354","1","0.0573201202850974201","0.7029969737883576819","0.3801585470367275787","94.1666666666666714036"
"IAT_race.iqx","041318","14:01:54","367057467","7","542750","1","0.2670139752942128353","-0.1152144144505188733","0.075899780421846974","99.1596638655462214729"
"IAT_flowers_insects.iqx","041318","13:07:41","381268263","8","214521","1","1.0222323073225045853","0.8523485440061040475","0.9372904256643043164","89.1666666666666714036"
"IAT_race.iqx","041318","14:06:55","576027034","1","272372","1","0.7059252368676508516","0.564008455973477596","0.6349668464205642238","87.5"
"IAT_race.iqx","041318","13:11:52","310573074","7","229882","1","0.3310188992089390658","0.5001588062026225412","0.4155888527057808313","99.1666666666666714036"
"IAT_flowers_insects.iqx","041318","11:12:36","286215415","6","187339","1","-0.4198584420112048687","-0.5544937744346151165","-0.4871761082229100204","47.5"
"IAT_flowers_insects.iqx","041318","19:14:53","995007062","2","225644","1","-0.0142624668380771664","-0.4954541650029480881","-0.2548583159205126125","95.8333333333333428072"
"IAT_flowers_insects.iqx","041318","14:15:48","932005119","1","209284","1","0.962769477766332149","0.495636918517785241","0.729203198142058695","88.3333333333333285964"
"IAT_race.iqx","041318","19:14:47","803503329","5","302613","1","0.4877028540321730055","-0.0794964525949249795","0.204103200718624006","96.6666666666666714036"
"IAT_race.iqx","041318","15:40:05","414936969","2","643078","1","0.4857725619796050553","0.788551754019421014","0.6371621579995130347","99.1666666666666714036"
"IAT_flowers_insects.iqx","041318","19:19:10","117577909","8","225101","1","0.9812776512871034251","0.0029120526706765634","0.4920948519788899689","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","11:18:59","902266725","7","249016","1","1.0040174062756479501","1.2992882843213122701","1.1516528452984799991","95.8333333333333428072"
"IAT_flowers_insects.iqx","041318","14:17:14","843153391","7","247300","1","1.1206124681034457247","1.3114466028774813822","1.2160295354904635534","99.1666666666666714036"
"IAT_flowers_insects.iqx","041318","19:19:34","179396886","3","253139","1","0.6865883818215013923","1.0651296437549284679","0.8758590127882148746","89.1666666666666714036"
"IAT_flowers_insects.iqx","041318","19:22:29","413266568","1","200827","1","0.9750612622948332531","0.5843604738949177424","0.7797108680948754422","95.8333333333333428072"
"IAT_race.iqx","041318","19:23:14","942324321","2","256574","1","0.374697159648493594","0.3720092160031901463","0.3733531878258418701","98.3333333333333285964"
"IAT_race.iqx","041318","19:22:45","919092868","6","252247","1","0.6941955681506543074","0.2488541538706577627","0.471524861010656049","100"
"IAT_flowers_insects.iqx","041318","19:24:36","490524599","8","214834","1","1.0568981611358891914","0.6094799712547774861","0.8331890661953333943","96.6666666666666714036"
"IAT_race.iqx","041318","13:24:43","906073171","5","244051","1","0.6116257235674673609","0.3683248445020883","0.4899752840347778582","95"
"IAT_flowers_insects.iqx","041318","14:23:46","897461333","3","383633","1","-0.1594977909187328402","0.4413762464270652996","0.1409392277541662297","96.6386554621848716806"
"IAT_race.iqx","041318","14:24:33","856760907","4","339702","1","0.5029695797615081343","-0.3025750569891016428","0.1001972613862032457","94.1666666666666714036"
"IAT_race.iqx","041318","19:27:16","243305644","3","220792","1","0.7251429480215763057","0.8271726675149868591","0.7761578077682815824","95.8333333333333428072"
"IAT_flowers_insects.iqx","041318","14:27:00","723398734","4","239596","1","0.8794369036212799084","0.712077046890891685","0.7957569752560857967","98.3333333333333285964"
"IAT_race.iqx","041318","19:26:42","158868420","4","295737","1","0.8337347331935587302","0.5891860312781579401","0.7114603822358582796","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","19:26:51","469898792","7","361009","1","0.4380661322695790227","-0.1177272228139211452","0.1601694547278289527","94.1666666666666714036"
"IAT_flowers_insects.iqx","041318","14:28:42","933269461","3","279970","1","0.921091982043623525","0.8605476207549672685","0.8908198013992953967","77.9661016949152525513"
"IAT_flowers_insects.iqx","041318","19:29:13","668360398","7","246392","1","0.7377378683694550965","0.9613072719175589365","0.849522570143506961","95.8333333333333428072"
"IAT_race.iqx","041318","19:29:13","459708386","1","259756","1","0.4618036456924797806","0.0172375557400282556","0.2395206007162540285","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","13:34:32","528645024","7","193453","1","0.5818827710566893963","-0.2204402469061891301","0.1807212620752501331","97.5"
"IAT_flowers_insects.iqx","041318","21:35:22","318408013","5","215167","1","1.2266203503200137082","0.4797294069216812007","0.8531748786208475099","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","19:35:46","17654798","7","245126","1","1.4771503434657884402","0.2743108936213907167","0.8757306185435895785","98.3333333333333285964"
"IAT_race.iqx","041318","19:36:43","197153490","2","291742","1","0.4035693447633898479","-0.1468524460823755484","0.1283584493405071636","99.1666666666666714036"
"IAT_flowers_insects.iqx","041318","14:38:14","606092254","6","206299","1","0.7888742905473914435","0.6579877274487155869","0.7234310089980535707","91.6666666666666571928"
"IAT_flowers_insects.iqx","041318","19:39:50","754969591","1","211487","1","0.674421060034365194","0.7614358891996159118","0.7179284746169904974","99.1666666666666714036"
"IAT_flowers_insects.iqx","041318","19:39:41","752193079","1","244931","1","0.3747167565869405914","1.2284414035672055476","0.801579080077073014","91.6666666666666571928"
"IAT_flowers_insects.iqx","041318","14:40:11","954702142","3","228643","1","0.7676475250513130621","0.3473470518143154662","0.5574972884328142086","90.8333333333333285964"
"IAT_race.iqx","041318","13:41:37","408288075","7","266451","1","0.6449042477948059293","1.1348766458481045483","0.8898904468214552388","100"
"IAT_flowers_insects.iqx","041318","14:43:41","532086590","6","199433","1","0.7627973733749502383","0.6055233131882205022","0.6841603432815853703","93.3333333333333285964"
"IAT_flowers_insects.iqx","041318","14:43:22","863811247","5","255437","1","1.2613466950249727638","1.5560565457424138103","1.4087016203836932871","99.1666666666666714036"
"IAT_race.iqx","041318","19:44:10","698092745","1","208421","1","0.1078772809898460305","-0.0519053921776365321","0.0279859444061047492","95"
"IAT_flowers_insects.iqx","041318","14:44:20","975448919","2","204373","1","0.2788360417920676126","0.5517231175141337207","0.4152795796531006944","91.6666666666666571928"
"IAT_race.iqx","041318","19:45:31","242161283","5","267125","1","0.8790973149675705978","1.0556026076232640776","0.9673499612954172822","95.8333333333333428072"
"IAT_flowers_insects.iqx","041318","14:47:24","356506405","3","199056","1","0.8067766147788336673","0.8610686036626077344","0.8339226092207207008","90"
"IAT_race.iqx","041318","14:46:54","992132586","4","273512","1","0.2960316172568537851","0.1653117797718599014","0.2306716985143568432","95.8333333333333428072"
"IAT_flowers_insects.iqx","041318","19:50:27","270390590","5","219781","1","0.9997916663400935322","0.9127523341730200412","0.9562720002565567867","89.1666666666666714036"
"IAT_race.iqx","041318","19:50:16","225589697","4","267077","1","0.1001240608431630541","0.5864199868731260201","0.3432720238581445371","92.5"
"IAT_flowers_insects.iqx","041318","12:53:38","676606712","6","302229","1","0.7488695709662872568","0.5681869071956917594","0.6585282390809894526","97.5"
"IAT_flowers_insects.iqx","041418","04:55:33","780325366","1","217580","1","1.1843019184502494578","1.239885609983759629","1.2120937642170044324","95"
"IAT_flowers_insects.iqx","041318","20:00:02","295215975","1","230498","1","1.2772061586866121363","0.645036022084055749","0.9611210903853339982","79.1666666666666571928"
"IAT_race.iqx","041318","15:00:45","728008339","8","273814","1","0.9464112781876227176","0.6738251275159001796","0.8101182028517615041","94.1666666666666714036"
"IAT_flowers_insects.iqx","041318","14:53:42","549478871","2","782674","1","0.6897012207245314386","0.2315149558209401714","0.460608088272735805","89.4736842105263150415"
"IAT_race.iqx","041318","20:02:39","193965097","7","299527","1","0.0477922332526768551","0.2022407523774264748","0.1250164928150516719","99.1666666666666714036"
"IAT_flowers_insects.iqx","041318","12:05:02","757161678","7","336514","1","0.3578320220271820618","0.4505101658614850124","0.4041710939443335371","100"
"IAT_flowers_insects.iqx","041318","15:06:19","177873328","4","273025","1","0.6247040883120800192","0.5141454167756144278","0.569424752543847168","97.5"
"IAT_race.iqx","041318","15:09:29","265294892","3","178418","1","-0.7690013953129493096","0.2247855961138160996","-0.272107899599566605","93.3333333333333285964"
"IAT_flowers_insects.iqx","041318","14:10:16","494187998","6","232046","1","0.783944123916090696","0.7837823089624824657","0.7838632164392865809","73.3333333333333285964"
"IAT_flowers_insects.iqx","041318","20:11:07","489831608","2","235851","1","0.852159720668216103","0.2766111113928254595","0.5643854160305208367","99.1666666666666714036"
"IAT_flowers_insects.iqx","041318","15:11:40","137561087","8","212917","1","0.0752813595645386024","-0.263276977678205848","-0.0939978090568336228","52.5"
"IAT_race.iqx","041318","20:11:57","956708556","1","304912","1","0.7831842482429401953","0.6036804358202363385","0.6934323420315882114","100"
"IAT_flowers_insects.iqx","041318","15:14:26","47494535","1","178762","1","0.5605007245649060721","1.0749153935013273653","0.8177080590331167187","92.5"
"IAT_flowers_insects.iqx","041318","20:14:10","592488477","6","230630","1","-0.6996327855042464572","-0.3943386441427221278","-0.546985714823484348","91.6666666666666714036"
"IAT_flowers_insects.iqx","041318","20:14:06","473496045","7","280954","1","1.3227625325743952445","1.483721486278728019","1.4032420094265616317","97.5"
"IAT_flowers_insects.iqx","041318","11:16:14","124394901","4","217408","1","0.1327071593012285056","0.674086598327196862","0.4033968788142127115","98.3333333333333285964"
"IAT_race.iqx","041318","20:14:43","437174994","5","327248","1","0.570872791249695033","1.0045710518133394995","0.7877219215315172107","95.7983193277310931535"
"IAT_flowers_insects.iqx","041318","12:16:38","304170822","7","248588","1","0.8800193678879163484","1.2131404429355947538","1.0465799054117554956","90"
"IAT_race.iqx","041318","15:18:24","902210692","5","205529","1","0.1706818927046704626","0.6170043359938830463","0.3938431143492767683","86.6666666666666714036"
"IAT_race.iqx","041318","15:20:12","274851162","5","134918","1","-0.8344811515785072187","-0.2791853763401839217","-0.5568332639593456257","54.1666666666666642982"
"IAT_race.iqx","041318","20:20:29","826236667","8","214373","1","1.0505446687894373081","1.2109264234194798693","1.1307355461044585887","96.6666666666666714036"
"IAT_flowers_insects.iqx","041318","15:19:59","112388191","2","268235","1","0.8955118252602145557","1.2683592700077266358","1.0819355476339707067","100"
"IAT_flowers_insects.iqx","041318","20:21:02","301062341","7","234916","1","0.9479831581514817085","1.0867119317316400462","1.0173475449415607663","94.1666666666666714036"
"IAT_flowers_insects.iqx","041318","20:23:11","849747613","4","226365","1","1.1360623867890553562","0.6802439249316395431","0.9081531558603475052","99.1666666666666714036"
"IAT_race.iqx","041318","20:23:28","531963939","5","252261","1","-0.3776578566962882078","-0.2917157533803158564","-0.3346868050383020599","96.6666666666666714036"
"IAT_race.iqx","041318","15:26:48","589588938","6","195928","1","-0.3130243059986826393","-0.2759571301008319488","-0.2944907180497572941","90"
"IAT_flowers_insects.iqx","041318","20:28:25","35155488","6","244472","1","0.1089987911023779094","0.8426017666798674144","0.4758002788911226411","96.6666666666666714036"
"IAT_flowers_insects.iqx","041318","20:29:14","616623005","5","218624","1","0.7017431819566639639","1.0097976752753980989","0.8557704286160310314","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","15:29:48","508358502","8","216629","1","-0.5313329590849394934","-0.3096499079985829961","-0.420491433541761217","79.1666666666666571928"
"IAT_race.iqx","041318","20:29:56","388399433","1","260844","1","1.0556994665152790169","0.9427959248887286536","0.9992476957020037798","96.6666666666666714036"
"IAT_race.iqx","041318","15:29:08","773667785","1","195180","1","-0.1525844568802574852","0.5821080394769366784","0.2147617912983396105","90"
"IAT_race.iqx","041318","20:34:02","364027369","3","227152","1","-0.0080706128492427521","-0.2183122102573699652","-0.1131914115533063647","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","12:34:14","233138542","8","223886","1","0.8970463861685136209","0.8316254202511107474","0.8643359032098121286","92.5"
"IAT_flowers_insects.iqx","041318","15:34:20","976684141","4","229178","1","-0.1264307998039733427","0.5480957893719476948","0.2108324947839871899","91.6666666666666714036"
"IAT_race.iqx","041318","15:25:56","119258866","1","353907","1","0.9260500185059957756","1.2450355188986792498","1.0855427687023375682","95.8333333333333428072"
"IAT_flowers_insects.iqx","041318","11:34:15","722910150","3","241257","1","0.9302141701295049137","0.8955481257999714506","0.9128811479647381821","94.1666666666666714036"
"IAT_flowers_insects.iqx","041318","15:30:33","910709565","2","484104","1","0.4148141941027662094","0.4034378636187303524","0.4091260288607482809","95.6521739130434838216"
"IAT_flowers_insects.iqx","041318","20:36:33","623699005","5","209627","1","0.3067236721465188554","0.9284216942261531713","0.6175726831863359578","85"
"IAT_race.iqx","041318","15:36:44","445551724","1","239460","1","0.4165096901319029765","0.4655354410004839405","0.4410225655661934585","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","20:37:56","184209640","7","250133","1","0.9552068997987501753","0.8996302592394661568","0.9274185795191081105","97.5"
"IAT_race.iqx","041318","20:40:21","498983412","8","307387","1","0.2647593245706873488","0.1523009597427665562","0.2085301421567269387","96.6666666666666714036"
"IAT_race.iqx","041318","15:45:34","357833947","5","130347","1","-0.5662956976796154063","-0.4084190656924522878","-0.4873573816860338193","47.0588235294117609442"
"IAT_flowers_insects.iqx","041318","20:44:47","285780293","8","230251","1","0.8504354608172918217","0.4644525275532733199","0.6574439941852825431","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","15:44:57","874928319","4","370390","1","-0.0442050245489561955","0.3819986473259626147","0.1688968113885032096","95.7983193277310931535"
"IAT_flowers_insects.iqx","041318","20:47:22","856223037","7","233830","1","0.8106596656754541108","0.8461901203457005138","0.8284248930105773123","90.8333333333333285964"
"IAT_race.iqx","041318","20:48:27","654828403","6","257397","1","-0.4863160265461191623","0.383311516013556286","-0.0515022552662814381","94.1666666666666714036"
"IAT_race.iqx","041318","20:49:04","916705010","2","260755","1","1.2854225912433880907","0.5366952985167812162","0.9110589448800846535","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","20:49:06","106891760","1","318810","1","0.8882935390392893149","0.7024937452232521418","0.7953936421312707283","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","20:49:14","884023079","6","337159","1","0.3062331717738747128","0.2769435761019614084","0.2915883739379180883","99.1525423728813564139"
"IAT_flowers_insects.iqx","041318","12:50:10","529922704","5","309391","1","-0.2722348245284229029","0.3863285270894971091","0.0570468512805371031","97.5"
"IAT_flowers_insects.iqx","041318","20:53:25","751941141","4","247870","1","-0.4433840925930214727","0.0121207138522118982","-0.2156316893704047777","99.1666666666666714036"
"IAT_flowers_insects.iqx","041318","12:54:13","584916902","3","269469","1","0.5315956716099706769","0.8627359126379738896","0.6971657921239722278","97.5"
"IAT_flowers_insects.iqx","041318","14:57:02","217157613","2","249097","1","0.1568168749038026943","-0.4966262182034698602","-0.1699046716498335829","81.6666666666666714036"
"IAT_race.iqx","041318","14:58:01","69472683","3","214066","1","1.0377006703266820065","0.1378374192023384959","0.5877690447645103067","90"
"IAT_flowers_insects.iqx","041318","12:58:26","551859719","8","209436","1","0.7612083814665828729","0.7536017231358143054","0.7574050523011985891","97.5"
"IAT_flowers_insects.iqx","041318","16:00:14","623330752","7","144933","1","0.2675984581445503552","-0.2399796765432708756","0.0138093908006397398","53.3333333333333357018"
"IAT_race.iqx","041318","12:59:34","358852524","8","205543","1","0.2549627170766529116","-0.3575863800861594499","-0.0513118315047532483","94.1666666666666714036"
"IAT_flowers_insects.iqx","041318","20:59:55","890059509","5","240401","1","1.2996479448084568009","1.4204500650174614051","1.360049004912958992","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","16:00:21","335414447","2","204916","1","0.5041878216457671424","0.1424467303750782399","0.323317276010422705","89.1666666666666714036"
"IAT_flowers_insects.iqx","041318","16:02:46","688482992","3","211830","1","0.9197075623515077458","0.7101972697764724618","0.8149524160639901593","91.6666666666666714036"
"IAT_race.iqx","041318","16:00:00","299510817","6","287322","1","0.6004130833612612017","0.7546276035243729696","0.6775203434428170857","96.6666666666666714036"
"IAT_flowers_insects.iqx","041318","15:01:48","170427007","7","193374","1","1.0626278558047166367","0.9453541638552624971","1.0039910098299895669","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","21:01:41","590508781","8","221485","1","0.6127164674820967383","1.0515081599815301328","0.83211231373181338","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","15:02:16","512402392","3","239887","1","0.2088210930665848897","0.7843436157068500725","0.4965823543867174394","97.5"
"IAT_race.iqx","041318","21:02:53","510630059","6","302876","1","1.0568419317889514719","1.0598766333978275611","1.0583592825933894055","95"
"IAT_race.iqx","041318","21:04:18","493145820","5","236098","1","0.3037065424631084642","0.8626047618476155865","0.5831556521553620254","93.2773109243697433612"
"IAT_flowers_insects.iqx","041318","13:04:15","590882837","1","418363","1","1.028470600958909742","1.1295654753359480882","1.0790180381474288041","94.1666666666666714036"
"IAT_race.iqx","041318","21:08:59","292775163","8","220110","1","0.4563577732114930674","-0.0237176788514961226","0.2163200471799984759","99.1666666666666714036"
"IAT_flowers_insects.iqx","041318","21:10:23","338205134","5","340432","1","1.3084186689351597899","1.0720283734619924232","1.1902235211985761065","92.5"
"IAT_flowers_insects.iqx","041318","21:11:09","472584680","2","223133","1","0.7678292614951659489","0.5038336840246980808","0.6358314727599320149","94.1666666666666714036"
"IAT_flowers_insects.iqx","041318","16:12:26","754325798","6","226653","1","0.4189482520027507095","0.7653833024348101199","0.592165777218780387","95"
"IAT_flowers_insects.iqx","041318","21:12:40","631866447","2","211473","1","-0.0775426019604077421","-0.0568886370517603032","-0.0672156195060840261","100"
"IAT_race.iqx","041318","21:14:39","142042644","2","217582","1","-0.2685828921711629347","-0.3325109209959599132","-0.300546906583561424","96.6666666666666714036"
"IAT_race.iqx","041318","21:15:32","650740867","7","204497","1","0.7336308320023106067","0.0688935764001094991","0.4012622042012100598","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","13:13:40","803208871","1","257969","1","0.7535579582875865379","0.4606336629003732752","0.6070958105939798788","95"
"IAT_race.iqx","041318","21:14:59","433615812","3","272241","1","0.1336417216294484012","0.7324530481989143249","0.4330473849141813769","95"
"IAT_race.iqx","041318","16:17:50","394214338","4","147934","1","-0.5091189351494382898","-0.4281055946470563311","-0.4686122648982473105","81.6666666666666714036"
"IAT_race.iqx","041318","21:16:56","170517619","5","274101","1","0.1107084772569805198","0.3863637290542688008","0.2485361031556246603","95"
"IAT_race.iqx","041318","16:18:27","913472146","2","219132","1","1.1400236839721027415","1.1133568257121215783","1.1266902548421122709","96.6666666666666714036"
"IAT_race.iqx","041318","15:18:43","832135924","4","236544","1","0.6050402706211379655","0.46390652428129725","0.53447339745121758","96.6666666666666714036"
"IAT_race.iqx","041318","16:18:55","901746794","1","236095","1","0.8968358514807658333","0.6056874139684061964","0.7512616327245860148","93.3333333333333285964"
"IAT_race.iqx","041318","22:19:14","815726993","6","258339","1","1.0241162142721995654","0.745246033187736856","0.8846811237299682107","94.1666666666666714036"
"IAT_race.iqx","041318","21:21:08","902827843","3","256433","1","1.0745341049838990077","0.8090902468069035569","0.9418121758954012268","88.3333333333333285964"
"IAT_race.iqx","041318","21:23:00","344885281","8","391801","1","1.2450088352634420819","1.3693514474589458807","1.3071801413611940923","95.8333333333333428072"
"IAT_race.iqx","041318","16:27:25","534208930","2","166377","1","0.7778128410824721728","-0.3079195986163128507","0.2349466212330796611","93.3333333333333285964"
"IAT_race.iqx","041318","21:27:49","46122356","1","236738","1","0.4342851799933269974","0.7845529267960968944","0.6094190533947119182","97.5"
"IAT_flowers_insects.iqx","041318","15:23:00","341993925","6","518899","1","0.4386487249375646824","0.1816525960891378355","0.3101506605133512728","89.2857142857142918047"
"IAT_race.iqx","041318","21:26:23","603568106","8","322422","1","1.0385954679734004102","1.0041115207626885031","1.0213534943680444567","91.596638655462186307"
"IAT_flowers_insects.iqx","041318","13:28:38","275625584","3","263864","1","1.010169012605282246","0.8460585203231840712","0.9281137664642331586","96.6666666666666714036"
"IAT_flowers_insects.iqx","041318","21:29:41","301126861","7","265199","1","0.6455374743659973991","0.4482621989063989565","0.5468998366361981223","95"
"IAT_flowers_insects.iqx","041318","16:29:43","657581302","8","290993","0","","","0","0"
"IAT_flowers_insects.iqx","041318","21:31:31","395182951","4","229433","1","0.6407941986981973148","0.8635604807557543117","0.7521773397269757577","99.1666666666666714036"
"IAT_flowers_insects.iqx","041318","16:32:48","677521782","3","182026","1","0.117417394002498468","0.3500358923466628802","0.2337266431745806672","87.5"
"IAT_race.iqx","041318","21:31:27","701329033","6","312583","1","0.8885051808700130671","0.1813516884681075914","0.5349284346690603709","96.6666666666666714036"
"IAT_race.iqx","041318","13:32:57","509722057","6","239592","1","0.5513857344637788094","0.4759117944875839723","0.5136487644756814186","100"
"IAT_race.iqx","041318","21:36:56","869435036","3","217055","1","0.0871470484308914661","0.5365132667667645849","0.3118301575988280394","94.1666666666666714036"
"IAT_flowers_insects.iqx","041318","15:37:32","360350912","6","199043","1","-0.4000961887147104212","0.1297900801270742699","-0.1351530542938180757","95.8333333333333428072"
"IAT_race.iqx","041318","21:40:00","618560763","3","190566","1","-0.2962701157055022683","0.5191160548215412174","0.1114229695580194746","97.5"
"IAT_race.iqx","041318","16:41:59","866702155","1","227063","1","-0.1964563497578741547","0.2408973777536312366","0.022220513997878541","90"
"IAT_race.iqx","041318","21:42:06","775065202","2","270668","1","1.015878627083543817","0.9392800064207628141","0.9775793167521533711","94.1666666666666714036"
"IAT_flowers_insects.iqx","041318","21:42:28","203269528","6","270132","1","0.262410379944850336","0.2920165613572792696","0.2772134706510648305","99.1666666666666714036"
"IAT_flowers_insects.iqx","041318","21:43:19","931329471","4","241511","1","0.4995426055288074707","0.1090434952061437313","0.3042930503674756149","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","21:43:05","799541504","7","267696","1","0.6216723935098918963","0.8395533624268705086","0.7306128779683811469","89.1666666666666714036"
"IAT_race.iqx","041318","16:45:40","297379570","5","180043","1","0.5638515006052953193","0.649340954110194879","0.6065962273577450992","94.1666666666666714036"
"IAT_flowers_insects.iqx","041318","15:43:02","379858517","8","368791","1","0.8174491253102678101","0.8525870801502578589","0.835018102730262779","92.5"
"IAT_race.iqx","041318","16:48:35","135131748","2","186658","1","-0.1852425076552139671","0.0238998025505757078","-0.0806713525523191366","91.6666666666666571928"
"IAT_flowers_insects.iqx","041318","21:47:39","291323111","2","266802","1","0.8008600994310165477","1.1057783838879300387","0.9533192416594733487","98.3333333333333285964"
"IAT_flowers_insects.iqx","041318","21:48:56","132134142","6","302626","1","0.7253174021265830218","0.4126862645952580344","0.5690018333609205836","100"
